Artists_Accession_Number,Art_Term
"1243","Portraits"
"1244","Painting"
"1245","Painting"
"1246","Painting"
"1247","Painting"
"1248","Sculpture"
"1249","Painting"
"1250","Mixed Media"
"1251","Painting"
"1257","Embroidery"
"1257","Painting"
"1257","Sculpture"
"1258","Photography"
"1259","Painting"
"1260","Painting"
"1261","Installation"
"1262","Mixed Media"
"1262","Painting"
"1262","Sculpture"
"1263","Watercolor"
"1264","Painting"
"1267","Painting"
"1268","Painting"
"1272","Sound Sculpture"
"1274","Painting"
"1275","Painting"
"1275","Sculpture"
"1276","Sculpture"
"1277","Sculpture"
"1277","Textiles"
"1278","Ceramics"
"1279","Calligraphy"
"1280","Ceramics"
"1280","Painting"
"1281","Painting"
"1282","Advertising Design"
"1282","Graphics"
"1283","Painting"
"1284","Painting"
"1285","Painting"
"1288","Fiber Art"
"1288","Installation"
"1288","Painting"
"1290","Painting"
"1291","Installation"
"1292","Painting"
"1293","Painting"
"1294","Photography"
"1296","Painting"
"1298","Photography"
"1299","Comics"
"1301","Painting"
"1302","Painting"
"1303","Photography"
"1304","Painting"
"1305","Painting"
"1306","Graphics"
"1307","Furniture"
"1308","Calligraphy"
"1308","Painting"
"1309","Painting"
"1310","Lithography"
"1310","Painting"
"1311","Painting"
"1312","Drawing"
"1312","Murals"
"1312","Painting"
"1313","Painting"
"1314","Woodcarving"
"1315","Mixed Media"
"1317","Photography"
"1318","Jewelry"
"1319","Painting"
"1322","Painting"
"1323","Fiber Art"
"1324","Painting"
"1324","Sculpture"
"1325","Painting"
"1327","Painting"
"1328","Photography"
"1330","Illustration"
"1330","Painting"
"1331","Drawing"
"1331","Painting"
"1332","Painting"
"1333","Painting"
"1334","Painting"
"1339","Sculpture"
"1340","Sound Sculpture"
"1341","Sculpture"
"1343","Installation"
"1343","Sculpture"
"1344","Comics"
"1345","Painting"
"1348","Photography"
"1349","Painting"
"1350","Drawing"
"1350","Murals"
"1351","Watercolor"
"1353","Sculpture"
"1356","Conservation"
"1356","Photography"
"1357","Printmaking"
"1359","Painting"
"1359","Printmaking"
"1360","Mixed Media"
"1360","Painting"
"1361","Mixed Media"
"1362","Mixed Media"
"1363","Installation"
"1364","Painting"
"1366","Photography"
"1367","Painting"
"1368","Illustration"
"1368","Painting"
"1369","Design"
"1369","Sculpture"
"1370","Photography"
"1371","Painting"
"1373","Sculpture"
"1374","Painting"
"1375","Ceramics"
"1376","Textiles"
"1377","Jewelry"
"1378","Painting"
"1379","Painting"
"1380","Drawing"
"1380","Painting"
"1381","Painting"
"1382","Painting"
"1383","Sculpture"
"1386","Painting"
"1386","Portraits"
"1387","Painting"
"1388","Portraits"
"1389","Photography"
"1390","Painting"
"1391","Painting"
"1392","Painting"
"1395","Photography"
"1396","Painting"
"1396","Sculpture"
"1397","Painting"
"1397","Printmaking"
"1398","Painting"
"1399","Painting"
"1399","Photography"
"1403","Graphics"
"1403","Printmaking"
"1404","Jewelry"
"1404","Painting"
"1405","Ceramics"
"1406","Painting"
"1407","Fiber Art"
"1407","Mixed Media"
"1408","Drawing"
"1408","Painting"
"1409","Painting"
"1410","Painting"
"1412","Advertising Design"
"1412","Graphics"
"1413","Construction"
"1413","Painting"
"1414","Portraits"
"1415","Painting"
"1416","Painting"
"1416","Sculpture"
"1417","Painting"
"1418","Painting"
"1419","Drawing"
"1420","Fiber Art"
"1421","Fashion Design"
"1422","Painting"
"1423","Painting"
"1424","Printmaking"
"1427","Painting"
"1429","Murals"
"1430","Photography"
"1430","Sculpture"
"1431","Painting"
"1432","Painting"
"1433","Painting"
"1435","Collage"
"1435","Photography"
"1436","Painting"
"1436","Printmaking"
"1437","Painting"
"1438","Painting"
"1439","Sculpture"
"1440","Painting"
"1442","Mixed Media"
"1443","Advertising Design"
"1443","Graphics"
"1443","Typography"
"1444","Etching"
"1444","Painting"
"1447","Photography"
"1449","Painting"
"1450","Sculpture"
"1451","Stained Glass"
"1453","Mixed Media"
"1453","Painting"
"1454","Sculpture"
"1455","Painting"
"1456","Performance Art"
"1457","Theater Design"
"1458","Murals"
"1459","Mixed Media"
"1460","Painting"
"1462","Sculpture"
"1463","Printmaking"
"1465","Comics"
"1465","Painting"
"1467","Drafting"
"1467","Painting"
"1469","Computer Art"
"1470","Painting"
"1471","Watercolor"
"1472","Painting"
"1473","Photography"
"1474","Mixed Media"
"1476","Jewelry"
"1477","Sculpture"
"1478","Drawing"
"1479","Floral Design"
"1480","Painting"
"1481","Jewelry"
"1483","Painting"
"1484","Advertising Design"
"1484","Photography"
"1485","Drawing"
"1485","Painting"
"1486","Computer Art"
"1486","Sculpture"
"1487","Murals"
"1488","Painting"
"1489","Painting"
"1490","Etching"
"1490","Printmaking"
"1491","Painting"
"1491","Sculpture"
"1493","Painting"
"1493","Sculpture"
"1494","Mixed Media"
"1495","Painting"
"1495","Sculpture"
"1497","Drawing"
"1497","Painting"
"1498","Photography"
"1499","Collage"
"1500","Photography"
"1501","Bookbinding"
"1501","Sculpture"
"1503","Drawing"
"1503","Watercolor"
"1504","Painting"
"1505","Jewelry"
"1506","Painting"
"1508","Photography"
"1509","Sculpture"
"1511","Photography"
"1511","Printmaking"
"1513","Mixed Media"
"1513","Painting"
"1514","Painting"
"1515","Printmaking"
"1516","Painting"
"1517","Painting"
"1518","Drawing"
"1518","Painting"
"1521","Photography"
"1522","Painting"
"1523","Painting"
"1524","Photography"
"1525","Textiles"
"1526","Painting"
"1527","Painting"
"1528","Painting"
"1529","Mixed Media"
"1530","Painting"
"1531","Textiles"
"1534","Painting"
"1536","Sculpture"
"1540","Sculpture"
"1541","Watercolor"
"1542","Graphics"
"1543","Murals"
"1543","Painting"
"1543","Theater Design"
"1544","Painting"
"1545","Sculpture"
"1546","Painting"
"1547","Painting"
"1548","Graphics"
"1549","Painting"
"1550","Assemblage"
"1550","Photography"
"1552","Glass"
"1553","Furniture"
"1554","Mixed Media"
"1555","Painting"
"1558","Painting"
"1559","Drawing"
"1559","Illustration"
"1559","Watercolor"
"1560","Ceramics"
"1561","Sculpture"
"1563","Etching"
"1563","Photography"
"1564","Painting"
"1566","Painting"
"1567","Painting"
"1569","Sculpture"
"1570","Interior Design"
"1570","Painting"
"1571","Advertising Design"
"1571","Calligraphy"
"1573","Painting"
"1574","Photography"
"1575","Illustration"
"1575","Painting"
"1577","Light Art"
"1578","Printmaking"
"1579","Mixed Media"
"1579","Sculpture"
"1580","Painting"
"1582","Painting"
"1584","Painting"
"1584","Printmaking"
"1585","Ceramics"
"1587","Painting"
"1588","Photography"
"1589","Painting"
"1592","Design"
"1592","Painting"
"1593","Furniture"
"1594","Drawing"
"1595","Sculpture"
"1596","Papermaking"
"1596","Watercolor"
"1597","Painting"
"1598","Drawing"
"1600","Painting"
"1601","Photography"
"1602","Mixed Media"
"1602","Painting"
"1603","Painting"
"1604","Painting"
"1605","Painting"
"1606","Jewelry"
"1609","Painting"
"1613","Painting"
"1614","Mixed Media"
"1614","Painting"
"1614","Printmaking"
"1615","Drafting"
"1616","Photography"
"1616","Printmaking"
"1618","Painting"
"1620","Sculpture"
"1621","Painting"
"1622","Painting"
"1624","Installation"
"1624","Painting"
"1625","Painting"
"1625","Sculpture"
"1627","Painting"
"1628","Installation"
"1628","Painting"
"1628","Screen Printing"
"1629","Photography"
"1629","Video Art"
"1632","Sculpture"
"1635","Ceramics"
"1635","Design"
"1635","Jewelry"
"1636","Photography"
"1637","Fashion Design"
"1638","Papermaking"
"1639","Photography"
"1640","Painting"
"1640","Sculpture"
"1641","Painting"
"1642","Weaving"
"1643","Painting"
"1643","Sculpture"
"1644","Painting"
"1645","Painting"
"1645","Sculpture"
"1646","Painting"
"1646","Watercolor"
"1649","Painting"
"1651","Sculpture"
"1652","Photography"
"1654","Installation"
"1655","Sculpture"
"1657","Graphics"
"1658","Weaving"
"1659","Mixed Media"
"1660","Painting"
"1661","Metalwork"
"1662","Bookbinding"
"1662","Printmaking"
"1663","Jewelry"
"1663","Metalwork"
"1663","Tempera"
"1663","Watercolor"
"1664","Illustration"
"1664","Photography"
"1665","Painting"
"1668","Calligraphy"
"1670","Painting"
"1671","Icons"
"1671","Painting"
"1672","Sculpture"
"1673","Photography"
"1674","Painting"
"1675","Photography"
"1677","Painting"
"1678","Tapestry"
"1678","Textiles"
"1679","Painting"
"1679","Textiles"
"1680","Printmaking"
"1681","Fiber Art"
"1681","Quilting"
"1682","Photography"
"1683","Interior Design"
"1683","Painting"
"1684","Painting"
"1685","Fashion Design"
"1686","Painting"
"1687","Photography"
"1689","Painting"
"1690","Photography"
"1691","Ceramics"
"1691","Sculpture"
"1692","Painting"
"1693","Painting"
"1694","Photography"
"1695","Mixed Media"
"1696","Photography"
"1697","Glass"
"1697","Painting"
"1698","Painting"
"1700","Mixed Media"
"1701","Mixed Media"
"1701","Sculpture"
"1702","Installation"
"1703","Maskmaking"
"1703","Painting"
"1703","Printmaking"
"1703","Theater Design"
"1704","Fashion Design"
"1705","Photography"
"1706","Fashion Design"
"1708","Collage"
"1708","Painting"
"1708","Works on Paper"
"1709","Sculpture"
"1710","Painting"
"1711","Mixed Media"
"1711","Sculpture"
"1712","Calligraphy"
"1713","Installation"
"1714","Performance Art"
"1715","Illustration"
"1716","Textiles"
"1720","Mixed Media"
"1720","Photography"
"1720","Printmaking"
"1721","Design"
"1722","Jewelry"
"1723","Drawing"
"1723","Painting"
"1724","Cartography"
"1725","Painting"
"1726","Sculpture"
"1727","Printmaking"
"1728","Painting"
"1729","Painting"
"1730","Painting"
"1730","Woodcarving"
"1731","Printmaking"
"1731","Tapestry"
"1732","Drawing"
"1734","Installation"
"1735","Painting"
"1737","Painting"
"1738","Typography"
"1739","Photography"
"1740","Painting"
"1740","Photography"
"1741","Murals"
"1741","Painting"
"1743","Sculpture"
"1744","Photography"
"1745","Painting"
"1746","Performance Art"
"1747","Photography"
"1748","Performance Art"
"1749","Encaustic Painting"
"1750","Painting"
"1752","Glass"
"1754","Painting"
"1755","Printmaking"
"1756","Painting"
"1757","Installation"
"1757","Painting"
"1757","Sculpture"
"1758","Painting"
"1759","Painting"
"1760","Murals"
"1761","Advertising Design"
"1761","Graphics"
"1762","Advertising Design"
"1762","Graphics"
"1763","Sculpture"
"1764","Photography"
"1765","Sound Sculpture"
"1767","Furniture"
"1767","Jewelry"
"1769","Painting"
"1769","Printmaking"
"1771","Bookbinding"
"1772","Painting"
"1774","Assemblage"
"1774","Sculpture"
"1775","Painting"
"1777","Painting"
"1778","Painting"
"1779","Painting"
"1780","Collage"
"1781","Photography"
"1782","Painting"
"1782","Sculpture"
"1783","Sculpture"
"1784","Photography"
"1785","Sculpture"
"1786","Graphics"
"1788","Photography"
"1789","Watercolor"
"1790","Painting"
"1791","Furniture"
"1792","Painting"
"1793","Drawing"
"1794","Painting"
"1795","Painting"
"1795","Sculpture"
"1797","Lithography"
"1797","Painting"
"1798","Sculpture"
"1799","Illustration"
"1800","Painting"
"1801","Ceramics"
"1802","Painting"
"1803","Painting"
"1804","Painting"
"1804","Photography"
"1804","Printmaking"
"1805","Painting"
"1806","Painting"
"1807","Sculpture"
"1809","Painting"
"1810","Sculpture"
"1811","Illustration"
"1811","Printmaking"
"1812","Sculpture"
"1813","Painting"
"1815","Drawing"
"1815","Painting"
"1816","Sculpture"
"1817","Advertising Design"
"1817","Graphics"
"1818","Painting"
"1820","Sculpture"
"1821","Painting"
"1823","Folk Art"
"1823","Painting"
"1824","Painting"
"1825","Papermaking"
"1827","Computer Art"
"1828","Painting"
"1828","Photography"
"1829","Comics"
"1830","Watercolor"
"1831","Painting"
"1833","Photography"
"1834","Painting"
"1835","Painting"
"1835","Sculpture"
"1836","Photography"
"1838","Installation"
"1838","Painting"
"1838","Sculpture"
"1839","Painting"
"1840","Advertising Design"
"1840","Graphics"
"1840","Illustration"
"1841","Jewelry"
"1842","Painting"
"1843","Sculpture"
"1844","Painting"
"1845","Painting"
"1846","Painting"
"1847","Computer Art"
"1847","Photography"
"1854","Advertising Design"
"1854","Graphics"
"1855","Painting"
"1857","Bookbinding"
"1858","Photography"
"1859","Photography"
"1860","Drawing"
"1860","Painting"
"1861","Painting"
"1863","Painting"
"1866","Photography"
"1867","Painting"
"1868","Printmaking"
"1868","Silverpoint"
"1869","Photography"
"1871","Painting"
"1872","Enameling"
"1872","Jewelry"
"1873","Sculpture"
"1874","Bookbinding"
"1875","Jewelry"
"1877","Design"
"1877","Woodcarving"
"1878","Design"
"1879","Painting"
"1880","Street Art"
"1881","Painting"
"1882","Painting"
"1883","Painting"
"1885","Painting"
"1886","Collage"
"1886","Painting"
"1887","Painting"
"1888","Painting"
"1888","Portraits"
"1889","Painting"
"1890","Painting"
"1891","Ceramics"
"1892","Sculpture"
"1893","Installation"
"1894","Fiber Art"
"1895","Painting"
"1896","Painting"
"1898","Painting"
"1898","Sculpture"
"1899","Painting"
"1900","Murals"
"1902","Sculpture"
"1903","Photocopies"
"1903","Photography"
"1904","Scrimshaw"
"1905","Painting"
"1907","Sculpture"
"1908","Ceramics"
"1908","Sculpture"
"1909","Painting"
"1910","Illustration"
"1910","Painting"
"1912","Photography"
"1912","Sculpture"
"1913","Painting"
"1915","Installation"
"1916","Photography"
"1917","Glass"
"1918","Design"
"1919","Assemblage"
"1920","Sculpture"
"1921","Interior Design"
"1922","Fashion Design"
"1924","Drawing"
"1924","Photography"
"1926","Computer Art"
"1928","Photography"
"1929","Sculpture"
"1930","Photography"
"1931","Sculpture"
"1932","Sculpture"
"1933","Painting"
"1934","Sculpture"
"1935","Murals"
"1936","Painting"
"1937","Painting"
"1938","Painting"
"1941","Graphics"
"1943","Painting"
"1944","Bookbinding"
"1945","Painting"
"1946","Design"
"1947","Textiles"
"1949","Basketmaking"
"1950","Textiles"
"1952","Sculpture"
"1953","Sculpture"
"1954","Photography"
"1955","Photography"
"1956","Drawing"
"1956","Painting"
"1957","Painting"
"1958","Sculpture"
"1959","Comics"
"1960","Painting"
"1961","Advertising Design"
"1961","Graphics"
"1962","Textiles"
"1963","Comics"
"1964","Murals"
"1965","Painting"
"1966","Collector"
"1966","Writing"
"1967","Painting"
"1968","Ketubot"
"1969","Sculpture"
"1970","Drawing"
"1970","Painting"
"1971","Painting"
"1972","Painting"
"1972","Sculpture"
"1973","Mixed Media"
"1974","Painting"
"1975","Painting"
"1976","Sculpture"
"1977","Graphics"
"1977","Illustration"
"1977","Painting"
"1978","Interior Design"
"1978","Watercolor"
"1979","Painting"
"1980","Painting"
"1982","Painting"
"1983","Painting"
"1983","Pastels"
"1984","Sculpture"
"1985","Painting"
"1986","Weaving"
"1988","Design"
"1988","Painting"
"1989","Painting"
"1990","Drawing"
"1991","Photography"
"1993","Miniatures"
"1993","Sculpture"
"1994","Design"
"1994","Illustration"
"1995","Design"
"1996","Painting"
"1997","Illustration"
"1998","Furniture"
"1998","Jewelry"
"1999","Murals"
"2000","Photography"
"2002","Printmaking"
"2003","Photography"
"2004","Silversmithing"
"2005","Painting"
"2006","Tapestry"
"2006","Weaving"
"2007","Photography"
"2008","Sculpture"
"2009","Installation"
"2009","Photography"
"2011","Painting"
"2012","Photography"
"2013","Metalwork"
"2014","Graphics"
"2015","Painting"
"2016","Collage"
"2017","Collage"
"2017","Drawing"
"2017","Graphics"
"2017","Painting"
"2017","Pastels"
"2017","Printmaking"
"2018","Installation"
"2020","Painting"
"2020","Sculpture"
"2021","Illustration"
"2021","Pinup Art"
"2022","Murals"
"2023","Printmaking"
"2024","Painting"
"2024","Printmaking"
"2026","Painting"
"2027","Photography"
"2028","Faux Finishing"
"2028","Painting"
"2029","Photography"
"2031","Painting"
"2032","Painting"
"2033","Painting"
"2034","Fiber Art"
"2035","Painting"
"2037","Painting"
"2037","Watercolor"
"2038","Photography"
"2039","Drawing"
"2039","Watercolor"
"2040","Fiber Art"
"2040","Painting"
"2041","Photography"
"2042","Mixed Media"
"2042","Painting"
"2042","Printmaking"
"2044","Painting"
"2045","Drawing"
"2045","Painting"
"2046","Painting"
"2048","Painting"
"2048","Photography"
"2049","Watercolor"
"2051","Painting"
"2052","Printmaking"
"2053","Painting"
"2054","Printmaking"
"2055","Painting"
"2056","Painting"
"2057","Painting"
"2058","Painting"
"2058","Photography"
"2059","Drawing"
"2060","Murals"
"2060","Painting"
"2061","Design"
"2061","Photography"
"2061","Toy Making"
"2062","Painting"
"2064","Graphics"
"2064","Printmaking"
"2065","Painting"
"2066","Mixed Media"
"2066","Painting"
"2066","Sculpture"
"2068","Painting"
"2069","Painting"
"2070","Quilting"
"2071","Filmmaker"
"2071","Photography"
"2072","Photography"
"2073","Drawing"
"2074","Design"
"2074","Etching"
"2074","Illustration"
"2074","Murals"
"2074","Painting"
"2075","Painting"
"2075","Sculpture"
"2076","Illustration"
"2078","Advertising Design"
"2078","Graphics"
"2079","Sculpture"
"2080","Painting"
"2081","Painting"
"2082","Photography"
"2082","Video Art"
"2085","Illustration"
"2086","Installation"
"2087","Painting"
"2087","Printmaking"
"2088","Illustration"
"2088","Interior Design"
"2088","Portraits"
"2088","Printmaking"
"2089","Drawing"
"2089","Painting"
"2089","Portraits"
"2090","Painting"
"2091","Painting"
"2093","Painting"
"2094","Drawing"
"2094","Watercolor"
"2095","Photography"
"2096","Fiber Art"
"2097","Drawing"
"2097","Mixed Media"
"2097","Painting"
"2098","Sculpture"
"2099","Graphics"
"2099","Painting"
"2100","Photography"
"2101","Jewelry"
"2101","Sculpture"
"2103","Plexiglass"
"2104","Calligraphy"
"2105","Painting"
"2106","Painting"
"2108","Painting"
"2108","Printmaking"
"2108","Sculpture"
"2109","Painting"
"2110","Painting"
