Artist_Accession_Number,call_number,pages,notes
"549","N6530.I4A37 1983","",""
"549","N6530.I4S73","",""
"549","N6535.C4C53","",""
"549","N6536.W56 1999","",""
"549","N8665.R53 1997","",""
"549","N8838.B4","",""
"549","N8838.P37 1984","",""
"549","NC965.K54","",""
"549","ND205.U52 1962","",""
"549","ND212.A1I4 1961","",""
"549","ND236.P3","",""
"549","ND2638.C4G73 2001","",""
"550","N6535.C5C66 1984","",""
"551","N6535.C5C45 1999","",""
"551","N6535.C5C45 2000","",""
"551","N6535.C5C45 2001","",""
"553","N6530.I6 A4 2004","",""
"553","N6535.C5C45 2000","",""
"553","N6535.C5C45 2001","",""
"556","N11.C5Y6","",""
"556","N6512.F26 1985","",""
"556","N6530.I4S73","",""
"556","N6536.W56 1999","",""
"558","N7618 .H39 2013","",""
"558","Z271.3.B65C69 2011","",""
"560","N6535.C5C467 1989","",""
"561","N6535.C5C467 1989","",""
"561","N6535.C5S86 1998","",""
"562","N11.C5Y6","",""
"562","N5020.C5C564 1957","",""
"562","N6512.F26 1985","",""
"562","N6536.W56 1999","",""
"562","ND212.A1I4 1952","",""
"562","ND212.A1I4 1957","",""
"563","N6530.C5R4 1986","",""
"566","N5020.C5C564 1957","",""
"566","N531.H93H57 1976","",""
"566","N6530.I4A37 1983","",""
"566","N6535.C5A37 1985","",""
"566","N6535.C5C467 1989","",""
"566","NE2012.B37A4 1995","",""
"566","NX511.C45A78 1996","",""
"567","N11.C5Y6","",""
"567","N6538.J4Y64 1989","",""
"568","N6535.C5C45 1998","",""
"571","N6535.C553","",""
"572","N5020.C5C564 1957","",""
"572","N6512.B69 1985","",""
"572","N6535.C5S3","",""
"572","N6538.J4Y64 1989","",""
"572","NX511.C45A78 1996","",""
"574","N6535.C5C467 1989","",""
"576","N5020.C5C564 1957","",""
"576","N531.A63A5 1993","",""
"577","N6535.C5R4 2011","",""
"578","N5020.C5C564 1957","",""
"578","N6538.J4Y64 1989","",""
"579","N72.R4N67 1990","",""
"581","N6512.F26 1985","",""
"581","N6530.I4A37 1983","",""
"581","N6530.I4S73","",""
"581","N6535.C4C53","",""
"581","N6535.C5C476 2004","",""
"581","N8640.R527C3","",""
"581","ND235.C45N49 1993","",""
"581","NE538.C5H66 1986","",""
"582","N6512.A69 1980","",""
"582","N6535.C5C478 1978","",""
"582","NC95.5.A2508 2000","",""
"582","NX511.C45A78 1996","",""
"583","N6535.C5C467 1989","",""
"585","N6538.J4Y64 1989","",""
"594","N6535.C5C45 1999","",""
"594","N6535.C5C45 2002","",""
"595","N8844.G83 2000","",""
"596","N5020.C5C564 1957","",""
"601","N6535.C5C47","",""
"602","N5220.F76F75 2002","",""
"602","N6512.F26 1985","",""
"602","N6530.I4S73","",""
"602","N6536.W56 1999","",""
"602","ND235.C45 B54 2007","",""
"602","ND2638.C4B43 2002","",""
"603","N531.U6L6 1987","",""
"603","N6510.F34 1990","",""
"603","N6512.F26 1985","",""
"603","N6512.F68 1910-1911","",""
"603","N6530.I4S73","",""
"603","N6535.C4A34","",""
"603","N6536.W56 1999","",""
"603","ND205.U52 1962","",""
"604","N6512.F26 1985","",""
"604","N6536.W56 1999","",""
"609","N6535.C5R4 2011","",""
"609","TR645.N532J392 2005","",""
"609","TR680.B48 1995","",""
"609","TR680.O538 2006","",""
"610","N6535.C5C467 1989","",""
"611","N6535.C5C467 1989","",""
"613","N6535.C5C45 2001","",""
"615","N6535.C5C467 1989","",""
"617","N6535.C5C45 1999","",""
"618","N6535.C5C45 2000","",""
"619","NC1428.B52 1987","",""
"622","ND2638.C4G73 2001","",""
"624","N6512.F26 1985","",""
"624","N6530.I4S73","",""
"624","N6535.C4C53","",""
"624","N6536.W56 1999","",""
"624","N8838.B4","",""
"624","N8838.P37 1984","",""
"624","ND2638.C4B43 2002","",""
"624","ND2638.C4G73 2001","",""
"627","N6530.I4S73","",""
"627","N6536.W56 1999","",""
"628","N6535.C5C45 2002","",""
"630","TR645.C482C484 1994","",""
"630","TR645.C552A78 2002","",""
"631","N6512.F26 1985","",""
"631","N6530.I4S73","",""
"631","N6535.C5O43 1990","",""
"631","N6536.W56 1999","",""
"631","ND1245.C5J32","",""
"631","Z5961.C45B59 1991","",""
"632","N6512.F26 1985","",""
"632","N6530.I4A37 1983","",""
"632","N6530.I4S73","",""
"632","N6535.C5O43 1990","",""
"632","N6536.W56 1999","",""
"632","ND1245.C5J32","",""
"632","ND235.C45G74 2004","",""
"632","Z5961.C45B59 1991","",""
"633","N6535.C5C45","",""
"634","N5220.F76F75 2002","",""
"634","N6510.F34 1990","",""
"634","N6510.R48 1993","",""
"634","N6512.F26 1985","",""
"634","N6530.I4S73","",""
"634","N6535.C4A34","",""
"634","N6536.W56 1999","",""
"634","ND235.C45G74 2004","",""
"638","N6530.I4I55 1999","",""
"646","N6512.F26 1985","",""
"646","N6530.I4S73","",""
"646","N6536.W56 1999","",""
"649","N6538.N5D48 1990","",""
"649","N72.R4N67 1990","",""
"653","N6512.F26 1985","",""
"653","N6530.I4S73","",""
"653","N6536.W56 1999","",""
"653","ND235.C45G74 2004","",""
"656","N6535.C5C467 1989","",""
"660","N6538.J4Y64 1989","",""
"662","N6536.W56 1999","",""
"665","N6535.C5C45 2000","",""
"674","N11.C5Y6","",""
"674","N5020.C5C564 1957","",""
"674","N6510.F34 1990","",""
"674","N6512.F26 1985","",""
"674","N6530.I4S73","",""
"674","N6535.C5C476 2004","",""
"674","N6536.W56 1999","",""
"674","N8640.R527C3","",""
"674","ND235.C45N49 1993","",""
"674","Z5961.C45B59 1991","",""
"678","N531.U6L6 1987","",""
"678","N6510.F34 1990","",""
"678","N6512.F26 1985","",""
"678","N6530.I4S73","",""
"678","N6536.W56 1999","",""
"680","N531.A63A5 1993","",""
"680","N6530.I4I55 1999","",""
"680","N6535.C5C467 1989","",""
"683","N6530.I4I55 1999","",""
"683","N6535.C5C45 1998","",""
"683","NK2210.C4M5 2001","",""
"686","N40.A78 1986","",""
"686","N6512.F26 1985","",""
"687","N6512.F26 1985","",""
"687","N6536.W56 1999","",""
"687","ND236.P3","",""
"692","N11.A77 1900z","",""
"692","N5020.C5C564 1957","",""
"692","N531.U6L6 1987","",""
"692","N6510.F34 1990","",""
"692","N6512.F26 1985","",""
"692","N6530.I4S73","",""
"692","N6535.C4A34","",""
"692","N6536.C523 1980","",""
"692","N6536.W56 1999","",""
"694","N6530.I4S73","",""
"696","N6530.I5A78","",""
"696","N6535.C5C467 1989","",""
"697","N7255.P6P65 1978","",""
"698","NK3649.55.U6A15 2006","",""
"698","SB466.U65C563 2004","",""
"702","N6487.S56S56","",""
"702","N6530.I6 A4 2004","",""
"703","N531.A63A5 1993","",""
"704","N531.A63A5 1993","",""
"704","N6535.C5C467 1989","",""
"705","N5020.C5C564 1957","",""
"706","NB212.W37 1986","",""
"709","N6535.C5W58 2008","",""
"711","N531.M78A5 1992","",""
"711","N6538.N5D48 1990","",""
"711","N6538.N5I53 1993","",""
"711","N6538.N5I77 1995","",""
"711","N6538.N5R66 1986","",""
"711","N6538.N5T43 1994","",""
"713","N6535.C5C467 1989","",""
"715","N531.M78A5 1992","",""
"715","N6538.N5I77 1995","",""
"716","N6536.W56 1999","",""
"717","N6512.F26 1985","",""
"717","N6530.I4S73","",""
"717","N6536.W56 1999","",""
"719","N5020.C55 yr. 1973 v. 74","",""
"719","N531.A63A5 1993","",""
"719","N6494.V53B5 1989","",""
"719","N6512.M27 1989","",""
"719","N6535.C5M55","",""
"719","N6535.C5M8","",""
"719","NX511.C45A78 1996","",""
"721","N6538.L5T9 1976","",""
"722","N5020.C57N67 1992","",""
"722","N6530.I4I55 1999","",""
"722","NC95.5.A2508 2000","",""
"722","ND212.N3678 2000 no. 29","",""
"723","N6535.C5C467 1989","",""
"731","N6512.F26 1985","",""
"731","N6536.W56 1999","",""
"731","NA6212.K78 1998","",""
"731","NA737.W7G54 1987","",""
"731","NB212.N27","",""
"731","NB237.B57A2 1989","",""
"731","NK4027.C4D37","",""
"734","NC997.A1T8","",""
"735","F548.37.C48 1989","",""
"736","N6535.C5C467 1989","",""
"738","N6535.C5C47","",""
"739","N6535.C5C467 1989","",""
"740","NK835.I4I4 1981","",""
"741","N531.M78A5 1992","",""
"741","N6537.5.P47 1990","",""
"741","N6538.N5D48 1999","",""
"744","N11.C5Y6","",""
"744","N4035.N48 1978","",""
"744","N6494.A2Y62 1990z","",""
"744","N6512.A7","",""
"744","N6512.F26 1985","",""
"744","N6512.S655 1972","",""
"744","N6530.I4A37 1983","",""
"744","N6530.I4S73","",""
"744","N6535.C4C53","",""
"744","N6535.C5C467 1989","",""
"744","N6535.C5C476 2004","",""
"744","n6535.c5c69 2007","",""
"744","N6535.C5O43 1990","",""
"744","N6536.W56 1999","",""
"744","N6538.J4Y64 1989","",""
"744","N8838.B4","",""
"744","N8838.C6 1983","",""
"744","N8838.M32","",""
"744","N8838.P37 1984","",""
"744","ND205.B6","",""
"744","ND205.T5","",""
"744","ND210.N366","",""
"744","ND217.B37","",""
"744","ND235.C45 B54 2007","",""
"744","ND235.C45G74 2004","",""
"744","ND236.P3","",""
"744","ND237.A2B6","",""
"744","Z5961.C45B59 1991","",""
"749","N6535.C5C467 1989","",""
"753","NK3655.F67 2004","",""
"757","N6530.I4A4 1989","",""
"768","N11.C5Y6","",""
"768","N5020.C5C564 1957","",""
"768","N6512.F26 1985","",""
"772","N6535.C5C45","",""
"776","ND236.W3","",""
"779","N6535.C5C467 1989","",""
"780","N6512.F26 1985","",""
"781","N4035.N48 1976","",""
"781","N4035.N48 1978","",""
"781","N531.U6L6 1987","",""
"781","N6510.F34 1990","",""
"781","N6512.F26 1985","",""
"781","N6530.I4S73","",""
"781","N6536.W56 1999","",""
"781","ND205.U52 1962","",""
"781","ND236.P3","",""
"781","ND236.W3","",""
"781","ND2638.C4G73 2001","",""
"781","NE1860.N4A3","",""
"781","NE1860.O38A49 1964","",""
"782","N6512.F26 1985","",""
"784","N5020.C5C564 1957","",""
"784","N6512.F26 1985","",""
"784","N6530.I4S73","",""
"786","N6512.5.C55 B654 2007","",""
"786","N6535.C5A17 1962","",""
"786","N6535.C5C45 1999","",""
"786","N6537.B66A4 1999","",""
"786","Z5961.C45B59 1991","",""
"788","N6510.F34 1990","",""
"788","N6510.R48 1993","",""
"788","N6512.F26 1985","",""
"788","N6530.I4S73","",""
"788","N6535.C4A34","",""
"788","N6536.W56 1999","",""
"789","N6538.N5I53 1993","",""
"789","N6538.N5I77 1995","",""
"789","N6538.N5T43 1994","",""
"793","N6535.C5C45 2000","",""
"794","N6535.C5C45 1999","",""
"795","N5020.C47N36 1980","",""
"795","N5020.C5C565 1980","",""
"795","N6535.C5C478 1978","",""
"796","N6512.F26 1985","",""
"796","N6530.I4S73","",""
"796","N6536.W56 1999","",""
"801","N6535.C5C66 1984","",""
"802","N6535.C5C478 1978","",""
"803","N5020.C5C564 1957","",""
"803","ND230.I3A5","",""
"807","N6510.R48 1993","",""
"807","N6512.F26 1985","",""
"807","N6536.W56 1999","",""
"808","N5020.C5C564 1957","",""
"810","NC997.A1T8","",""
"812","N531.A63A5 1993","",""
"813","NC997.A1T8","",""
"814","N6535.C5C49 1989","",""
"815","N6535.C5C467 1989","",""
"821","N6512.A69 1980","",""
"824","N5020.C47N36 1980","",""
"824","N5020.C5L36 1991","",""
"824","N531.A63A5 1993","",""
"824","N6535.C54C54","",""
"824","N6535.C5C37 1991","",""
"824","N6535.C5C","",""
"824","N6535.C5C47 1981","",""
"824","n6535.c5c69 2007","",""
"824","N6535.C5D484 1988","",""
"824","N6538.J4Y64 1989","",""
"824","N7618 .H39 2013","",""
"824","NC108.L54 1989","",""
"824","NC95.5.A2508 2000","",""
"824","ND222.C66 1977","",""
"824","ND235.C45W663 1996","",""
"824","ND237.B74A4 2000","",""
"824","NX511.C45A78 1996","",""
"824","Z271.3.B65C69 2011","",""
"825","N6535.C5C467 1989","",""
"827","N6512.F26 1985","",""
"827","ND2638.C4B43 2002","",""
"827","ND2638.C4G73 2001","",""
"828","N6530.I6 A4 2004","",""
"828","N6535.C5C45 2000","",""
"829","N5220.F76F75 2002","",""
"829","N6512.F26 1985","",""
"829","N6536.W56 1999","",""
"834","N6512.F26 1985","",""
"834","N6536.W56 1999","",""
"834","ND2638.C4B43 2002","",""
"834","ND2638.C4G73 2001","",""
"839","N6510.F34 1990","",""
"839","N6512.F26 1985","",""
"839","N6530.I4S73","",""
"839","N6536.W56 1999","",""
"839","NB212.N27","",""
"839","NB237.B68A55","",""
"842","ND230.I3A5","",""
"843","N5020.C55 yr. 1942 v. 46","",""
"843","N6512.F26 1985","",""
"843","N6512.N415","",""
"843","N6512.S655 1972","",""
"843","N6530.I4A37 1983","",""
"843","N6530.I4S73","",""
"843","N6535.C4C53","",""
"843","N6535.C5C476 2004","",""
"843","N6535.C5C69 2007","",""
"843","N6538.J4Y64 1989","",""
"843","N8838.B4","",""
"843","N8838.M32","",""
"843","N8838.P37 1984","",""
"843","ND210.N366","",""
"843","ND2638.C4G73 2001","",""
"846","NB198.N373 2001","",""
"847","NK835.I4I4 1981","",""
"848","N6535.A88A8 1994","",""
"851","N6535.C5C467 1989","",""
"852","N531.U6L6 1987","",""
"852","N7255.P6P65 1978","",""
"853","N531.U6L6 1987","",""
"854","N6535.C5C467 1989","",""
"855","NC108.M57 1975","",""
"856","N6535.C5C45 1998","",""
"868","N6512.F26 1985","",""
"868","N6536.W56 1999","",""
"869","N6512.A67 2001","",""
"871","N5020.C5C564 1957","",""
"872","N6535.C5C45 2001","",""
"875","N11.C5Y6","",""
"875","N6512.A7","",""
"875","N6512.F26 1985","",""
"875","N6512.S655 1972","",""
"875","N6530.I4A37 1983","",""
"875","N6535.C4C53","",""
"875","N6535.C5C476 2004","",""
"875","N6536.W56 1999","",""
"875","N8838.B4","",""
"875","N8838.M32","",""
"875","N8838.O25","",""
"875","N8838.P37 1984","",""
"875","ND235.C4E96 1933","",""
"875","ND2638.C4A42 1998","",""
"875","ND2638.C4B43 2002","",""
"875","ND2638.C4G73 2001","",""
"875","NX735.M3","",""
"875","Z5961.C45B59 1991","",""
"876","N6538.N5R66 1986","",""
"876","N8665.R53 1997","",""
"877","N6510.F34 1990","",""
"877","N6512.F26 1985","",""
"877","N6536.W56 1999","",""
"877","N6538.J4Y64 1989","",""
"879","N6512.F26 1985","",""
"879","N6530.I4A37 1983","",""
"879","N6530.I4S73","",""
"879","N6535.C5C476 2004","",""
"879","N6536.W56 1999","",""
"879","N6538.J4Y64 1989","",""
"879","ND235.C45N49 1993","",""
"879","NK1535.B75","",""
"879","Z5961.C45B59 1991","",""
"880","N8844.G83 2000","",""
"885","N6530.I4A4","",""
"888","N5020.C5C563 1987","",""
"890","N8845.C4G8 1996","",""
"891","N531.A63A5 1993","",""
"892","N6530.I4S73","",""
"894","F548.52.B7","",""
"896","N6530.I4S73","",""
"896","ND235.C45 B54 2007","",""
"897","ND2637.B76A4 1995","",""
"897","NK2210.C4M5 2001","",""
"898","N531.U6L6 1987","",""
"898","N6510.F34 1990","",""
"898","N6510.R48 1993","",""
"898","N6512.F26 1985","",""
"898","N6535.C4A34","",""
"898","N6536.W56 1999","",""
"899","N6535.C5C467 1989","",""
"900","N6512.5.C55I5","",""
"911","N6535.C5C478 1978","",""
"914","N6538.N5A78 2003","",""
"914","ND2608.C63 1977","",""
"918","N6512.F26 1985","",""
"918","N6536.W56 1999","",""
"918","Z5961.C45B59 1991","",""
"920","N5020.C5C564 1957","",""
"920","ND235.C45W355 1965","",""
"921","N8838.B4","",""
"923","N6535.C5C467 1989","",""
"924","N5020.C5C563 1987","",""
"924","TR646.U5 F8","",""
"926","N531.A63A5 1993","",""
"929","N6530.I4S73","",""
"930","N6512.F26 1985","",""
"930","N6530.I4S73","",""
"930","N6536.W56 1999","",""
"931","Z5961.C45B59 1991","",""
"932","N6487.C52M875 1984","",""
"932","N6487.C52M8755 2002","",""
"932","N6530.I4I52","",""
"932","N6535.C5C467 1989","",""
"932","N6535.C5C69 2007","",""
"932","N6535.C5C76 1976","",""
"932","N6535.C5M3","",""
"932","N6535.C5M32","",""
"932","N6535.C5M55","",""
"932","N6535.C5S3","",""
"932","N6535.C5W4","",""
"932","N6537.B794A4 1987","",""
"932","N6537.B794A4 1998","",""
"932","N8217.D5D5 1989","",""
"932","ND222.C66 1977","",""
"932","ND235.C45 B54 2007","",""
"932","ND235.C45O88 1973","",""
"932","ND237.B8745A4 1980","",""
"932","ND2638.C4G73 2001","",""
"932","ND588.O359 A4 2011","",""
"932","NE538.C5A3 1987","",""
"932","NX511.C45A78 1996","",""
"933","N11.A77 1900z","",""
"933","N5216.I32C43","",""
"933","N5220.F76F75 2002","",""
"933","N531.U6L6 1987","",""
"933","N6510.F34 1990","",""
"933","N6510.R48 1993","",""
"933","N6512.F26 1985","",""
"933","N6530.I4S73","",""
"933","N6535.C4A34","",""
"933","N6535.C5O43 1990","",""
"933","N6536.W56 1999","",""
"933","ND235.C45G74 2004","",""
"933","ND2638.C4G73 2001","",""
"933","Z5961.C45B59 1991","",""
"936","N6510.F34 1990","",""
"936","N6536.W56 1999","",""
"937","N6512.F26 1985","",""
"938","N6535.C5C45 1998","",""
"944","N6494.L3N48 1984","",""
"945","N72.R4N67 1990","",""
"945","N8354.C49 1990","",""
"949","N6535.C5C467 1989","",""
"949","N6537.5.P47 1990","",""
"949","ND2638.J65H84 2001","",""
"952","N8844.G83 2000","",""
"952","ND2608.C63 1977","",""
"953","N5020.C5C564 1957","",""
"953","N6512.F26 1985","",""
"960","N6535.C5C45","",""
"961","N6535.C5C45","",""
"963","N6512.F26 1985","",""
"963","N6530.I4S73","",""
"965","N6538.J4Y64 1989","",""
"966","N531.U6L6 1987","",""
"966","N6512.F26 1985","",""
"966","N6530.I4S73","",""
"966","N6535.C5C476 2004","",""
"966","ND217.B37","",""
"966","NX767.C4C54 1929","",""
"966","Z5961.LC45B59 1991","",""
"967","N5216.I32C43","",""
"967","ND2638.C4G73 2001","",""
"968","N5216.I32C43","",""
"968","ND2638.C4G73 2001","",""
"970","N11.A77 1900z","",""
"970","N531.U6L6 1987","",""
"970","N6510.F34 1990","",""
"970","N6512.F26 1985","",""
"970","N6535.C4A34","",""
"970","N6536.W56 1999","",""
"974","N5220.C45C44 1974","",""
"974","N6512.5.C55I5","",""
"974","N6512.F26 1985","",""
"974","N6535.C5C47","",""
"975","N5216.I32C43","",""
"975","N5220.F76F75 2002","",""
"975","N531.U6L6 1987","",""
"975","N6530.I4S73","",""
"975","N6535.C5C476 2004","",""
"975","N8650.L467","",""
"975","Z5961.C45B59 1991","",""
"976","N6512.F26 1985","",""
"976","N6530.I4S73","",""
"979","N6535.C5C467 1989","",""
"982","NB212.W37 1986","",""
"983","ND237.B22B8","",""
"987","N6535.C5C467 1989","",""
"988","N6535.C5S858 2000","",""
"989","N6535.C5C476 2004","",""
"992","N6512.F26 1985","",""
"992","N6512.G4","",""
"992","N6536.W56 1999","",""
"992","ND212.A1I4 1969","",""
"994","N5020.C55 yr. 1942 v. 46","",""
"994","N5020.C5C564 1957","",""
"994","N6512.F26 1985","",""
"994","N6530.I4S73","",""
"994","Z5961.C45B59 1991","",""
"997","N6535.C5C45 1999","",""
"998","N5020.C5C564 1957","",""
"999","NC997.A1T8","",""
"1000","N6535.A88A8 1994","",""
"1001","N531.A63A5 1993","",""
"1001","N6535.C5C45 2002","",""
"1001","N6535.C5S86 1998","",""
"1001","N8354.C49 1990","",""
"1001","NK2210.C4M5 2001","",""
"1003","N5020.LC5C564 1957","",""
"1006","N6535.C5A76 1987","",""
"1006","N6535.C5C467 1989","",""
"1006","TR646.U6 C5244 1984","",""
"1007","N6535.C5C45","",""
"1009","TR645.N532 B7 2001","",""
"1010","NC95.5.A2508 2000","",""
"1011","TL726.4.C45B87 1988","",""
"1013","NB230.I3K7 1992","",""
"1016","N6510.F34 1990","",""
"1016","N6512.F26 1985","",""
"1016","N6530.I4S73","",""
"1016","N6536.W56 1999","",""
"1016","ND2638.C4B43 2002","",""
"1017","N6512.F26 1985","",""
"1017","ND236.P3","",""
"1018","ND212.A1I4 1969","",""
"1022","N5020.C55","",""
"1024","N6535.C5C45 1999","",""
"1024","N6535.C5C45 2000","",""
"1024","N6535.C5C45 2001","",""
"1024","N6535.C5C45 2002","",""
"1025","N6512.F26 1985","",""
"1025","N6530.I4S73","",""
"1026","E185.53.C4D87 1981","",""
"1026","N5020.C5C564 1957","",""
"1026","N6530.I4A37 1983","",""
"1026","N6530.I4S73","",""
"1026","N6535.C5R4 2011","",""
"1026","N6538.N5A76 1999","",""
"1026","N6538.N5P68 1999","",""
"1026","N6538.N5T37 1996","",""
"1026","N6538.N5W7 1978","",""
"1026","N72.S6G69 2010","",""
"1026","N8665.R53 1997","",""
"1026","ND235.C45N49 1993","",""
"1026","ND2608.C63 1977","",""
"1026","ND2638.C4G73 2001","",""
"1026","NX800.A78 1987","",""
"1026","Z5961.C45B59 1991","",""
"1027","N531.A63A5 1993","",""
"1029","N5020.C5C564 1957","",""
"1029","N6535.C5C36 1999","",""
"1031","ND2608.C63 1977","",""
"1031","ND2611.C47C7","",""
"1033","N6535.C5C45 1999","",""
"1033","N6535.C5C45 2000","",""
"1037","ND236.P3","",""
"1038","N6535.C5C467 1989","",""
"1038","N6535.C5C47","",""
"1039","N6535.C5C45 2002","",""
"1040","N531.U6L6 1987","",""
"1040","N6512.F26 1985","",""
"1040","Z5961.C45B59 1991","",""
"1041","N11.C5Y6","",""
"1042","N6510.R48 1993","",""
"1044","N6535.CL5C45 1999","",""
"1050","N6535.C5C45 2000","",""
"1050","N6535.C5C45 2001","",""
"1052","N6512.F26 1985","",""
"1052","N6536.W56 1999","",""
"1055","N5020.C5C564 1957","",""
"1056","N6535.C5C467 1989","",""
"1060","F548.37.C48 1989","",""
"1067","ND2638.C4G73 2001","",""
"1067","ND2639.3.A35P75 2000","",""
"1069","N11.C5Y6","",""
"1069","N5020.C5C564 1957","",""
"1069","N6494.A2Y62 1990z","",""
"1069","N6535.C5C45 1998","",""
"1069","N6535.C5C45 1999","",""
"1069","N6535.C5C45 2000","",""
"1069","N8354.C35 2011","",""
"1070","N7575.A78 2001","",""
"1070","NC965.K54","",""
"1070","Z5961.CL45B59 1991","",""
"1074","N5020.C5C564 1957","",""
"1074","N6530.I4S73","",""
"1076","N6512.A72 1993","",""
"1076","N6535.C5A72 1986","",""
"1081","NK2210.C4M5 2001","",""
"1082","N6535.C5M55","",""
"1082","N6535.C5R4 2011","",""
"1082","NX511.C45A78 1996","",""
"1082","TR1.A62 no. 151","",""
"1082","TR161.N4","",""
"1082","TR23.V5","",""
"1082","TR645.C482C484 1994","",""
"1082","TR645.C552A78 2002","",""
"1082","TR646.U6 H6882 1982","",""
"1082","TR647.C319 2001","",""
"1082","TR647.C33 1988","",""
"1082","TR647.C33 1996","",""
"1082","TR647.C33 2001","",""
"1082","TR650.C19","",""
"1082","TR654.C3 1976","",""
"1082","TR654.C322","",""
"1082","TR654.C3223 1999","",""
"1083","N6535.C5C45 1999","",""
"1083","N6535.C5C45 2002","",""
"1083","N6535.C5S858 2000","",""
"1087","N531.A63A5 1993","",""
"1087","N6535.C5C467 1989","",""
"1087","N8219.L5I5 1988","",""
"1089","N5220.F76F75 2002","",""
"1089","N531.U6A8 1934","",""
"1089","N531.U6L6 1987","",""
"1089","N6510.F34 1990","",""
"1089","N6510.R48 1993","",""
"1089","N6512.F26 1985","",""
"1089","N6530.I4S73","",""
"1089","N6535.C4A34","",""
"1089","N6535.W56 1999","",""
"1089","ND205.U52 1962","",""
"1089","ND235.C45G74 2004","",""
"1089","ND2638.C4G73 2001","",""
"1090","N6510.F34 1990","",""
"1090","N6512.F26 1985","",""
"1090","N6530.I4S73","",""
